# Radius of Gyration Tensor of DendrimerRGTensorAnalyzer: whole Molecule with endgroups
# time    R_1   R_2   R_3   Tr   D   M   <A>
22100000 22.5068 36.8052 55.4725 114.785 45951.7 4118.56 0.140281
22200000 21.6491 29.0131 54.8074 105.47 34425 3404.77 0.140123
22300000 24.3909 33.07 55.9424 113.403 45123.6 4021.11 0.139881
22400000 13.57 26.3936 101.158 141.122 36231 4400.8 0.140824
22500000 15.9709 42.1944 69.8955 128.061 47101.3 4739.37 0.140794
22600000 28.3488 47.5849 68.2321 144.166 92043.3 6530.09 0.140381
22700000 16.5871 31.0903 91.9193 139.597 47402.5 4898.17 0.140869
22800000 15.25 34.989 67.3687 117.608 35946.9 3918.12 0.140899
22900000 19.3012 31.5232 48.3856 99.2099 29439.5 3067.6 0.140723
23000000 13.4844 59.4435 85.8787 158.807 68837.2 7064.52 0.140835
23100000 13.5115 57.8134 69.2607 140.586 54102.6 5721.16 0.140792
23200000 23.2504 48.2108 76.3454 147.807 85577.2 6576.66 0.14057
23300000 14.7265 54.5156 72.6971 141.939 58363.1 5836.53 0.140525
23400000 21.4678 46.6859 62.8241 130.978 62965.2 5283.95 0.14027
23500000 23.0328 38.564 82.2209 143.818 73031.7 5952.78 0.140252
23600000 21.4532 30.7742 104.436 156.663 68948.8 6114.6 0.14088
23700000 32.5167 40.9316 91.9606 165.409 122396 8085.3 0.14071
23800000 22.8726 32.6765 77.1029 132.652 57626.3 5030.39 0.140717
23900000 22.8492 62.6974 80.5528 166.099 115399 8323.61 0.140434
24000000 31.6304 48.4555 57.7539 137.84 88517.4 6157.94 0.139956
24100000 17.3481 49.8249 89.9319 157.105 77734.3 6905.37 0.14007
24200000 25.5362 35.3049 73.1201 133.961 65921.9 5350.27 0.139933
24300000 10.9913 79.9717 110.236 201.199 96896.6 10906.4 0.140392
24400000 17.8233 41.0989 84.6026 143.525 61973.1 5717.5 0.140513
24500000 35.516 72.3733 105.829 213.718 272024 13988.2 0.139929
24600000 17.5753 25.0632 89.8255 132.464 39567.7 4270.53 0.140419
24700000 28.7736 43.9803 68.1577 140.912 86251.6 6224.21 0.140075
24800000 19.3699 32.506 52.8313 104.707 33264.6 3370.31 0.13993
24900000 16.4392 42.1493 60.2458 118.834 41744.3 4222.61 0.139818
25000000 18.798 25.6431 37.9622 82.4033 18299.3 2169.12 0.139677
25100000 15.2161 42.832 56.1564 114.204 36599 3911.5 0.139568
25200000 18.7348 36.0268 58.1058 112.867 39218.8 3856.92 0.139439
25300000 31.3799 36.7845 75.4267 143.591 87064.8 6295.72 0.139198
25400000 7.45873 68.3125 75.8365 151.608 38640.6 6255.75 0.139411
25500000 15.6084 52.8113 80.6135 149.033 66449.5 6339.84 0.139431
25600000 23.7059 43.4884 74.9273 142.122 77244.9 6065.62 0.139262
25700000 23.8035 43.697 90.5437 158.044 94178.3 7151.89 0.139271
25800000 19.5476 20.8431 83.2446 123.635 33916.6 3769.74 0.139652
25900000 8.75942 54.221 66.3953 129.376 31534.1 4656.55 0.13974
26000000 27.1545 35.2888 88.8164 151.26 85108.2 6504.24 0.139775
26100000 21.103 43.5009 89.6723 154.276 82319.2 6711.18 0.139844
26200000 16.4264 25.9199 106.88 149.227 45506.6 4951.76 0.140714
26300000 15.8408 39.0369 75.7356 130.613 46833 4774.57 0.140782
26400000 23.5025 33.3231 91.9258 148.751 71994 6006.91 0.140981
26500000 21.6522 26.7364 76.0588 124.448 44030.7 4259.29 0.141086
26600000 10.3404 30.5884 107.502 148.431 34002.5 4716.23 0.142038
26700000 22.8543 36.224 110.098 169.177 91147.7 7332.31 0.142545
26800000 13.1605 25.3906 82.1947 120.746 27465.6 3502.85 0.142939
26900000 20.1637 39.9392 53.1955 113.298 42839.5 4002.52 0.14274
27000000 15.1557 43.6991 56.4601 115.315 37392.9 3985.24 0.142631
27100000 18.0634 35.0446 70.5936 123.702 44687.6 4382.11 0.142626
27200000 19.9017 39.7337 72.3149 131.95 57184.3 5103.29 0.142551
27300000 25.1473 34.8648 58.3083 118.32 51122.2 4375.96 0.142332
27400000 32.6972 39.6933 90.1675 162.558 117025 7825.13 0.142175
27500000 17.4453 42.2208 99.0853 158.751 72981.6 6648.58 0.142497
27600000 21.729 38.5566 70.5763 130.862 59128.5 5092.53 0.142384
27700000 19.8365 44.4872 51.8532 116.177 45758.7 4217.85 0.142177
27800000 21.7564 51.3945 74.2414 147.392 83013.6 6548.98 0.141984
27900000 15.6731 33.3179 90.5725 139.564 47296.5 4959.43 0.142333
28000000 24.0368 29.2188 52.7223 105.978 37028.3 3510.09 0.142162
28100000 24.0264 37.239 55.265 116.53 49446.7 4280.55 0.141936
28200000 14.8131 39.2622 81.5822 135.657 47447.7 4993.17 0.142089
28300000 15.5052 41.0867 55.7783 112.37 35533.9 3793.65 0.141986
28400000 19.9341 40.022 51.2649 111.221 40899.2 3871.44 0.141798
28500000 20.4535 33.5552 65.6984 119.707 45090.3 4234.61 0.141722
28600000 29.2993 36.6015 59.8506 125.751 64183.6 5016.6 0.141446
28700000 21.6277 25.0506 49.5537 96.232 26847.6 2854.87 0.141332
28800000 14.4023 29.5149 58.3534 102.271 24805.1 2987.81 0.141335
28900000 20.9049 32.3649 70.8738 124.144 47952.3 4452.02 0.141313
29000000 19.8496 32.4318 59.0501 111.331 38014 3730.98 0.141211
29100000 18.4172 39.9704 68.7948 127.182 50642.7 4752.9 0.141143
29200000 25.7185 52.9579 59.7103 138.387 81325.4 6059.79 0.140825
29300000 14.2265 35.1735 81.6552 131.055 40860 4534.17 0.141036
29400000 19.625 36.7216 59.1285 115.475 42611.7 4052.35 0.140908
29500000 12.7381 45.1816 65.2295 123.149 37541.4 4353.6 0.140902
29600000 33.0747 40.3978 46.7651 120.238 62484.9 4772.09 0.140557
29700000 18.6965 48.2922 88.9174 155.906 80282.9 6859.35 0.140613
29800000 31.3072 50.2396 66.6798 148.227 104878 7010.38 0.140226
29900000 11.037 46.7978 58.784 116.619 30362.3 3916.27 0.140216
30000000 20.7249 22.8586 56.9856 100.569 26996.4 2957.37 0.140184
30100000 22.368 54.1755 73.451 149.994 89007.7 6833.99 0.139977
30200000 25.6278 43.7898 63.2675 132.685 71001.1 5514.11 0.139727
30300000 19.1979 41.6257 86.7731 147.597 69342.6 6076.98 0.139818
30400000 18.7387 31.7984 65.0375 115.575 38753.2 3882.66 0.13979
30500000 16.9175 65.5187 104.448 186.884 115771 9718.69 0.139946
30600000 13.3939 52.4657 85.2288 151.088 59891.9 6315.85 0.140066
30700000 17.0865 27.106 56.4373 100.63 26138.8 2957.25 0.140038
30800000 20.3193 42.7044 60.457 123.481 52459.9 4677.94 0.139877
30900000 24.8195 38.5766 80.184 143.58 76772.4 6040.81 0.139809
31000000 33.0162 43.1271 81.5196 157.663 116075 7631.07 0.139547
31100000 19.4018 40.061 70.1228 129.586 54503.4 4946.96 0.139479
31200000 14.1918 40.4198 68.2834 122.895 39169.5 4302.7 0.139494
31300000 14.707 49.1186 91.9202 155.746 66402.1 6589.25 0.139684
31400000 24.3478 37.7963 71.2703 133.414 65587 5349.28 0.139558
31500000 24.5845 48.2535 74.5432 147.381 88429.7 6615.87 0.139361
31600000 31.7063 36.3988 38.3093 106.414 44211.6 3763.13 0.139099
31700000 26.9834 34.3168 65.4456 126.746 60601.6 4937.82 0.138932
31800000 25.5118 40.204 58.7151 124.431 60222.8 4884.19 0.138708
31900000 16.9938 43.1915 73.439 133.624 53903.4 5153.94 0.138694
32000000 17.6327 36.1162 62.9252 116.674 40072.3 4018.98 0.138638
32100000 14.7428 30.9058 92.5944 138.243 42189.7 4682.45 0.139043
32200000 18.0441 30.0312 61.2783 109.354 33205.8 3487.86 0.139015
32300000 22.1446 39.9748 70.6044 132.724 62500.8 5271.13 0.138907
32400000 15.1273 36.1224 56.6564 107.906 30959 3450.06 0.138853
32500000 15.9609 42.0886 52.7957 110.845 35466.8 3736.54 0.138749
32600000 16.4761 29.9523 66.1462 112.575 32642.9 3564.56 0.138785
32700000 28.1519 39.0646 52.3691 119.586 57592.5 4619.81 0.13853
32800000 13.3683 33.1095 84.5554 131.033 37425.6 4372.56 0.138806
32900000 18.1276 43.261 86.4953 147.884 67831.3 6094.05 0.138897
33000000 25.2374 42.6313 104.899 172.768 112861 8195.28 0.13908
33100000 19.6824 29.8888 65.3017 114.873 38415.9 3825.37 0.139061
33200000 22.7655 38.3964 83.2579 144.42 72777 5966.33 0.13907
33300000 26.0192 50.2539 63.5612 139.834 83110.3 6155.57 0.138805
33400000 24.8113 28.5934 88.0042 141.409 62433.5 5409.27 0.138966
33500000 15.2684 26.7678 56.0245 98.0608 22897.3 2763.76 0.138964
33600000 26.0097 33.7425 70.1759 129.928 61588.8 5070.8 0.138855
33700000 23.5265 28.9402 82.2625 134.729 56009.5 4996.91 0.138958
33800000 21.2586 27.4856 77.0403 125.785 45015.1 4339.58 0.139055
33900000 22.8337 39.671 83.4733 145.978 75612.9 6123.3 0.139051
34000000 10.8773 47.765 78.109 136.751 40582 5100.05 0.139178
34100000 14.7356 48.5375 63.6109 126.884 45496.4 4740.09 0.139121
34200000 22.6432 41.2045 53.6993 117.547 50101.5 4361.58 0.138933
34300000 21.7361 49.3344 54.3493 125.42 58281 4934.98 0.138734
34400000 22.3499 30.9876 64.2481 117.586 44496.3 4119.41 0.138663
34500000 18.2849 68.4105 78.3598 165.055 98018.9 8044.32 0.138558
34600000 15.4782 43.7373 52.011 111.227 35210.1 3756.83 0.138462
34700000 18.7469 25.0714 92.9552 136.773 43690 4543.15 0.13885
34800000 22.82 29.337 74.6276 126.785 49960.8 4561.82 0.138875
34900000 15.7776 46.4478 76.2553 138.481 55882.4 5477.85 0.138887
35000000 44.2883 45.9948 53.2584 143.541 108489 6845.36 0.138455
35100000 21.6036 48.9127 54.0252 124.541 57087.8 4866.34 0.138264
35200000 13.1986 24.3433 67.4967 105.039 21686.6 2855.26 0.138409
35300000 23.7379 39.7944 63.4235 126.956 59912.1 4974.08 0.13825
35400000 20.5633 36.7266 75.5499 132.84 57056.7 5083.46 0.138243
35500000 18.7982 50.0297 52.8516 121.68 49705.4 4578.14 0.138094
35600000 18.1899 37.4048 52.1457 107.74 35479.3 3579.41 0.137982
35700000 15.1256 20.9793 50.3869 86.4917 15988.9 2136.53 0.137988
35800000 21.3024 38.2153 129.582 189.099 105490 8526.49 0.138784
35900000 15.4771 30.0034 129.89 175.37 60316.2 6371.81 0.139897
36000000 19.8711 39.6485 72.0606 131.58 56773.5 5076.87 0.139846
